synergyII 20141224-26-third 
 1.00000    -0.01006
 0.99993    -0.01006
 0.99658    -0.00970
 0.98991    -0.00901
 0.98195    -0.00820
 0.97339    -0.00733
 0.96469    -0.00647
 0.95595    -0.00561
 0.94721    -0.00476
 0.93847    -0.00393
 0.92972    -0.00312
 0.92097    -0.00231
 0.91224    -0.00152
 0.90350    -0.00075
 0.89476     0.00001
 0.88603     0.00074
 0.87727     0.00146
 0.86853     0.00217
 0.85978     0.00286
 0.85103     0.00353
 0.84228     0.00419
 0.83354     0.00483
 0.82477     0.00545
 0.81600     0.00607
 0.80725     0.00666
 0.79848     0.00724
 0.78971     0.00781
 0.78093     0.00837
 0.77215     0.00891
 0.76338     0.00945
 0.75460     0.00997
 0.74580     0.01048
 0.73700     0.01099
 0.72821     0.01149
 0.71941     0.01198
 0.71061     0.01246
 0.70180     0.01294
 0.69299     0.01341
 0.68417     0.01388
 0.67535     0.01434
 0.66654     0.01480
 0.65771     0.01527
 0.64888     0.01573
 0.64006     0.01619
 0.63124     0.01665
 0.62242     0.01711
 0.61361     0.01758
 0.60479     0.01805
 0.59598     0.01851
 0.58718     0.01899
 0.57837     0.01947
 0.56956     0.01996
 0.56075     0.02045
 0.55195     0.02094
 0.54315     0.02144
 0.53434     0.02195
 0.52555     0.02246
 0.51675     0.02298
 0.50794     0.02350
 0.49912     0.02403
 0.49030     0.02456
 0.48149     0.02509
 0.47267     0.02563
 0.46385     0.02616
 0.45504     0.02670
 0.44623     0.02724
 0.43743     0.02777
 0.42862     0.02830
 0.41981     0.02883
 0.41099     0.02935
 0.40219     0.02987
 0.39340     0.03039
 0.38461     0.03089
 0.37582     0.03138
 0.36704     0.03186
 0.35826     0.03232
 0.34949     0.03278
 0.34072     0.03322
 0.33197     0.03364
 0.32323     0.03404
 0.31448     0.03442
 0.30572     0.03478
 0.29699     0.03511
 0.28827     0.03542
 0.27954     0.03571
 0.27083     0.03596
 0.26211     0.03618
 0.25340     0.03638
 0.24471     0.03654
 0.23603     0.03666
 0.22735     0.03675
 0.21868     0.03680
 0.21001     0.03680
 0.20136     0.03677
 0.19273     0.03668
 0.18409     0.03655
 0.17550     0.03636
 0.16690     0.03612
 0.15832     0.03582
 0.14977     0.03546
 0.14124     0.03503
 0.13275     0.03454
 0.12428     0.03396
 0.11584     0.03330
 0.10746     0.03255
 0.09913     0.03171
 0.09085     0.03076
 0.08263     0.02970
 0.07452     0.02852
 0.06648     0.02720
 0.05857     0.02575
 0.05082     0.02414
 0.04325     0.02236
 0.03593     0.02040
 0.02898     0.01829
 0.02260     0.01605
 0.01702     0.01379
 0.01249     0.01167
 0.00904     0.00977
 0.00645     0.00811
 0.00451     0.00666
 0.00305     0.00536
 0.00195     0.00416
 0.00112     0.00304
 0.00054     0.00198
 0.00017     0.00096
-0.00000     0.00000
 0.00003    -0.00093
 0.00031    -0.00186
 0.00087    -0.00276
 0.00172    -0.00356
 0.00286    -0.00428
 0.00429    -0.00496
 0.00612    -0.00566
 0.00849    -0.00639
 0.01166    -0.00719
 0.01600    -0.00807
 0.02172    -0.00902
 0.02863    -0.00993
 0.03630    -0.01074
 0.04438    -0.01144
 0.05266    -0.01204
 0.06104    -0.01253
 0.06952    -0.01295
 0.07806    -0.01329
 0.08663    -0.01357
 0.09525    -0.01379
 0.10390    -0.01398
 0.11256    -0.01411
 0.12124    -0.01420
 0.12996    -0.01427
 0.13867    -0.01430
 0.14738    -0.01430
 0.15612    -0.01427
 0.16487    -0.01422
 0.17362    -0.01415
 0.18238    -0.01405
 0.19113    -0.01394
 0.19990    -0.01380
 0.20869    -0.01365
 0.21746    -0.01349
 0.22625    -0.01331
 0.23505    -0.01312
 0.24383    -0.01292
 0.25262    -0.01270
 0.26142    -0.01248
 0.27023    -0.01224
 0.27904    -0.01200
 0.28785    -0.01175
 0.29667    -0.01149
 0.30546    -0.01124
 0.31426    -0.01097
 0.32307    -0.01069
 0.33190    -0.01042
 0.34073    -0.01015
 0.34955    -0.00987
 0.35837    -0.00959
 0.36720    -0.00931
 0.37602    -0.00903
 0.38486    -0.00875
 0.39369    -0.00847
 0.40252    -0.00820
 0.41134    -0.00793
 0.42017    -0.00766
 0.42899    -0.00740
 0.43781    -0.00714
 0.44663    -0.00689
 0.45546    -0.00663
 0.46428    -0.00639
 0.47308    -0.00615
 0.48189    -0.00592
 0.49071    -0.00569
 0.49953    -0.00547
 0.50834    -0.00526
 0.51715    -0.00506
 0.52597    -0.00486
 0.53478    -0.00466
 0.54358    -0.00448
 0.55238    -0.00431
 0.56120    -0.00414
 0.57000    -0.00398
 0.57880    -0.00383
 0.58762    -0.00368
 0.59643    -0.00354
 0.60523    -0.00342
 0.61405    -0.00330
 0.62287    -0.00318
 0.63167    -0.00307
 0.64046    -0.00297
 0.64928    -0.00288
 0.65811    -0.00280
 0.66692    -0.00272
 0.67573    -0.00264
 0.68451    -0.00258
 0.69326    -0.00254
 0.70199    -0.00252
 0.71071    -0.00253
 0.71944    -0.00258
 0.72823    -0.00264
 0.73705    -0.00271
 0.74586    -0.00279
 0.75467    -0.00287
 0.76347    -0.00296
 0.77227    -0.00307
 0.78107    -0.00318
 0.78987    -0.00330
 0.79867    -0.00344
 0.80747    -0.00358
 0.81625    -0.00374
 0.82504    -0.00391
 0.83382    -0.00409
 0.84261    -0.00429
 0.85139    -0.00450
 0.86018    -0.00472
 0.86896    -0.00496
 0.87773    -0.00521
 0.88650    -0.00548
 0.89526    -0.00577
 0.90401    -0.00607
 0.91279    -0.00640
 0.92154    -0.00673
 0.93030    -0.00710
 0.93903    -0.00747
 0.94777    -0.00788
 0.95651    -0.00830
 0.96521    -0.00875
 0.97388    -0.00922
 0.98239    -0.00971
 0.99018    -0.01017
 0.99658    -0.01063
 0.99988    -0.01093
 1.00000    -0.01093
