synergyII 20141224-46-first
 1.00000    -0.01035
 0.99993    -0.01035
 0.99656    -0.00986
 0.98994    -0.00895
 0.98204    -0.00791
 0.97357    -0.00683
 0.96494    -0.00575
 0.95626    -0.00469
 0.94756    -0.00365
 0.93884    -0.00262
 0.93011    -0.00161
 0.92140    -0.00062
 0.91267     0.00035
 0.90394     0.00131
 0.89520     0.00225
 0.88646     0.00318
 0.87771     0.00409
 0.86897     0.00499
 0.86022     0.00588
 0.85147     0.00675
 0.84272     0.00761
 0.83396     0.00846
 0.82520     0.00929
 0.81644     0.01012
 0.80768     0.01092
 0.79891     0.01172
 0.79015     0.01251
 0.78140     0.01328
 0.77263     0.01405
 0.76388     0.01480
 0.75511     0.01554
 0.74634     0.01628
 0.73758     0.01701
 0.72880     0.01772
 0.72000     0.01843
 0.71121     0.01913
 0.70245     0.01983
 0.69369     0.02050
 0.68489     0.02117
 0.67611     0.02184
 0.66732     0.02250
 0.65855     0.02314
 0.64978     0.02378
 0.64100     0.02441
 0.63221     0.02504
 0.62340     0.02566
 0.61460     0.02628
 0.60581     0.02688
 0.59701     0.02748
 0.58820     0.02808
 0.57940     0.02866
 0.57059     0.02925
 0.56179     0.02982
 0.55299     0.03039
 0.54418     0.03095
 0.53537     0.03150
 0.52657     0.03205
 0.51778     0.03259
 0.50897     0.03313
 0.50017     0.03365
 0.49137     0.03417
 0.48256     0.03469
 0.47377     0.03519
 0.46497     0.03568
 0.45616     0.03617
 0.44736     0.03665
 0.43857     0.03712
 0.42978     0.03757
 0.42098     0.03802
 0.41219     0.03845
 0.40341     0.03887
 0.39462     0.03928
 0.38584     0.03968
 0.37705     0.04006
 0.36827     0.04042
 0.35951     0.04077
 0.35073     0.04110
 0.34195     0.04142
 0.33319     0.04172
 0.32445     0.04199
 0.31568     0.04224
 0.30693     0.04247
 0.29818     0.04267
 0.28943     0.04286
 0.28070     0.04301
 0.27197     0.04314
 0.26325     0.04323
 0.25454     0.04330
 0.24583     0.04333
 0.23712     0.04332
 0.22844     0.04328
 0.21975     0.04320
 0.21109     0.04308
 0.20244     0.04291
 0.19378     0.04269
 0.18515     0.04243
 0.17657     0.04211
 0.16797     0.04172
 0.15940     0.04128
 0.15087     0.04077
 0.14236     0.04019
 0.13388     0.03953
 0.12543     0.03879
 0.11702     0.03796
 0.10866     0.03704
 0.10035     0.03602
 0.09211     0.03488
 0.08392     0.03363
 0.07583     0.03226
 0.06784     0.03074
 0.05996     0.02908
 0.05223     0.02725
 0.04470     0.02526
 0.03741     0.02309
 0.03046     0.02075
 0.02400     0.01827
 0.01824     0.01571
 0.01343     0.01325
 0.00968     0.01100
 0.00687     0.00906
 0.00479     0.00738
 0.00325     0.00592
 0.00210     0.00461
 0.00124     0.00343
 0.00062     0.00234
 0.00021     0.00131
 0.00001     0.00035
 0.00002    -0.00058
 0.00027    -0.00150
 0.00083    -0.00239
 0.00167    -0.00319
 0.00280    -0.00392
 0.00424    -0.00462
 0.00607    -0.00534
 0.00848    -0.00610
 0.01172    -0.00695
 0.01614    -0.00789
 0.02198    -0.00889
 0.02900    -0.00986
 0.03670    -0.01073
 0.04478    -0.01147
 0.05308    -0.01209
 0.06147    -0.01262
 0.06995    -0.01306
 0.07848    -0.01343
 0.08706    -0.01373
 0.09569    -0.01397
 0.10433    -0.01417
 0.11299    -0.01431
 0.12168    -0.01442
 0.13040    -0.01448
 0.13911    -0.01452
 0.14783    -0.01453
 0.15658    -0.01450
 0.16534    -0.01446
 0.17409    -0.01439
 0.18285    -0.01430
 0.19162    -0.01419
 0.20041    -0.01406
 0.20919    -0.01391
 0.21799    -0.01375
 0.22676    -0.01358
 0.23555    -0.01339
 0.24434    -0.01319
 0.25313    -0.01298
 0.26193    -0.01276
 0.27075    -0.01253
 0.27957    -0.01230
 0.28838    -0.01205
 0.29721    -0.01180
 0.30602    -0.01154
 0.31483    -0.01128
 0.32367    -0.01101
 0.33250    -0.01073
 0.34132    -0.01046
 0.35012    -0.01018
 0.35894    -0.00990
 0.36775    -0.00961
 0.37656    -0.00932
 0.38538    -0.00904
 0.39421    -0.00875
 0.40304    -0.00845
 0.41187    -0.00816
 0.42071    -0.00786
 0.42954    -0.00756
 0.43837    -0.00727
 0.44720    -0.00698
 0.45603    -0.00669
 0.46484    -0.00639
 0.47367    -0.00610
 0.48250    -0.00582
 0.49133    -0.00553
 0.50016    -0.00525
 0.50898    -0.00497
 0.51781    -0.00469
 0.52663    -0.00442
 0.53545    -0.00415
 0.54427    -0.00388
 0.55308    -0.00362
 0.56189    -0.00337
 0.57070    -0.00312
 0.57949    -0.00287
 0.58828    -0.00264
 0.59707    -0.00241
 0.60585    -0.00219
 0.61463    -0.00197
 0.62340    -0.00175
 0.63217    -0.00153
 0.64095    -0.00132
 0.64975    -0.00113
 0.65856    -0.00093
 0.66735    -0.00073
 0.67612    -0.00053
 0.68482    -0.00034
 0.69341    -0.00021
 0.70190    -0.00015
 0.71041    -0.00019
 0.71908    -0.00030
 0.72784    -0.00044
 0.73664    -0.00059
 0.74545    -0.00073
 0.75423    -0.00088
 0.76301    -0.00104
 0.77182    -0.00121
 0.78063    -0.00140
 0.78946    -0.00159
 0.79825    -0.00178
 0.80705    -0.00199
 0.81585    -0.00221
 0.82465    -0.00245
 0.83345    -0.00269
 0.84222    -0.00295
 0.85101    -0.00322
 0.85981    -0.00351
 0.86858    -0.00381
 0.87736    -0.00413
 0.88614    -0.00446
 0.89491    -0.00481
 0.90368    -0.00518
 0.91244    -0.00557
 0.92120    -0.00597
 0.92996    -0.00640
 0.93869    -0.00684
 0.94742    -0.00732
 0.95617    -0.00781
 0.96485    -0.00833
 0.97348    -0.00888
 0.98196    -0.00946
 0.98989    -0.01004
 0.99652    -0.01057
 0.99990    -0.01087
 1.00000    -0.01087
